Country,product,Year,qty_thousands,price_per_thousands,US_inflation_adjusted_price,country_category
Portugal,plastic bag,2020,16.71,40.55,41.048764999999996,EU
Romania,textile bag,2020,0.00605,24350.0,24649.505,EU
Romania,paper bag,2020,1.9636220472440944,98.425,99.6356275,EU
Romania,plastic bag,2020,3.1,1.7,1.72091,EU
Slovakia,paper bag,2020,0.002204724409448819,1577.34,1596.741282,EU
Slovakia,plastic bag,2020,2.61,128.1,129.67562999999998,EU
Slovenia,paper bag,2020,0.13889763779527559,454.02500000000003,459.6095075,EU
Slovenia,plastic bag,2020,38.51,5.33,5.3955589999999995,EU
Spain,textile bag,2020,0.054700000000000006,28570.0,28921.411,EU
Spain,paper bag,2020,394.74866141732286,149.85999999999999,151.70327799999998,EU
Spain,plastic bag,2020,594.23,9.02,9.130946,EU
Sweden,textile bag,2020,0.00125,21610.0,21875.803,EU
Sweden,paper bag,2020,37.69055118110236,234.95000000000002,237.839885,EU
Sweden,plastic bag,2020,148.02,24.3,24.59889,EU
