Country,product,Year,values,price_per_thousands,US_inflation_adjusted_price,qty_in_thousands
Japan,paper bag,2019,260754053,211.455,217.93030822665,1233142.0538648884
Japan,plastic bag,2019,12255101,37.49,38.6380423987,326889.86396372365
Jordan,plastic bag,2019,263567,205.62,211.9166251806,1281.8159712090264
Kenya,textile bag,2019,21606,2200.0,2267.369786,9.82090909090909
Laos,plastic bag,2019,1525471,36.47,37.5868073161,41828.10529202084
Latvia,paper bag,2019,129721,1657.985,1708.7568612005498,78.24015295675173
Lebanon,paper bag,2019,18780,472.44,486.90735531720003,39.751079502159
Lithuania,textile bag,2019,46964,17190.0,17716.4030097,2.7320535194880744
Lithuania,paper bag,2019,86456,694.055,715.3087894646499,124.56649689145674
Luxembourg,paper bag,2019,100783,147.32,151.83132585159998,684.1094216671192
Malaysia,textile bag,2019,1232968,6550.0,6750.5782265,188.2393893129771
Malaysia,paper bag,2019,29980855,136.525,140.70575456075,219599.74363669657
Malaysia,plastic bag,2019,147064740,9.82,10.1207142266,14976042.769857433
Mexico,textile bag,2019,107269784,12580.0,12965.2326854,8527.00985691574
Mexico,paper bag,2019,409795432,178.435,183.89914898405,2296609.0284977723
Mexico,plastic bag,2019,248736871,14.24,14.6760662512,17467476.896067414
Morocco,textile bag,2019,45983,19890.0,20499.0841107,2.3118652589240822
Nepal,textile bag,2019,92739,1650.0,1700.5273395,56.20545454545454
Nepal,paper bag,2019,452189,2069.465,2132.83746099295,218.50526585373512
Netherlands,textile bag,2019,3077890,22360.0,23044.7220068,137.65161001788908
Netherlands,paper bag,2019,32548340,189.865,195.67916564495,171428.857346009
Netherlands,plastic bag,2019,4809188,47.77,49.232843035100004,100673.81201590956
New Zealand,textile bag,2019,3619078,94500.0,97393.83853499999,38.297121693121696
New Zealand,paper bag,2019,545709,568.3249999999999,585.7286061947499,960.2058681212336
New Zealand,plastic bag,2019,118587,92.18,95.00279403340001,1286.4721197656756
Norway,paper bag,2019,189325,491.49,506.54071641869996,385.2062096889052
Norway,plastic bag,2019,11990,73.93,76.19393103590001,162.18044095766263
Oman,plastic bag,2019,5414643,23.31,24.023813505299998,232288.416988417
Pakistan,textile bag,2019,5524811,1820.0,1875.7331866,3035.6104395604398
Pakistan,paper bag,2019,441369,420.37,433.2428349731,1049.9536122939314
Pakistan,plastic bag,2019,351729,29.62,30.527042300599998,11874.713031735313
Panama,paper bag,2019,81941,676.91,697.6387644733,121.0515430411724
Panama,plastic bag,2019,177520,36.79,37.9166065577,4825.224245718946
Peru,textile bag,2019,45079,2850.0,2937.2744955,15.81719298245614
Peru,paper bag,2019,957832,541.02,557.5874552826,1770.4188384902593
Peru,plastic bag,2019,963400,38.58,39.7614210654,24971.487817522033
Philippines,textile bag,2019,25134148,7400.0,7626.607461999999,3396.5064864864867
Philippines,paper bag,2019,1403987,1993.8999999999999,2054.958461957,704.1411304478661
Philippines,plastic bag,2019,16391497,6.25,6.4413914375,2622639.52
Poland,textile bag,2019,886304,8560.0,8822.129712799999,103.54018691588784
Poland,paper bag,2019,24490378,237.49,244.7625683987,103121.72301991662
Poland,plastic bag,2019,2311867,53.55,55.189841836499994,43172.119514472455
Portugal,textile bag,2019,896614,6700.0,6905.171621,133.82298507462687
Portugal,paper bag,2019,4795121,174.625,179.97247676375,27459.533285612026
Portugal,plastic bag,2019,330517,8.84,9.1107040492,37388.800904977375
Qatar,plastic bag,2019,2767743,10.89,11.2234804407,254154.54545454544
Romania,textile bag,2019,167435,9620.0,9914.5897006,17.404885654885653
Romania,paper bag,2019,168481,147.955,152.48577122165003,1138.7313710249737
Romania,plastic bag,2019,34604,124.93,128.75568516590002,276.9871127831586
Russia,paper bag,2019,251750,184.15,189.7891573145,1367.0920445289166
Russia,plastic bag,2019,326254,158.49,163.3433806287,2058.514732790712
Singapore,textile bag,2019,54012,26930.0,27754.6674259,2.0056442629038247
Singapore,paper bag,2019,3435064,340.995,351.43716371685,10073.64917374155
Singapore,plastic bag,2019,5425346,8.83,9.1003978229,614421.9705549264
Slovakia,paper bag,2019,244565,154.305,159.03022492215,1584.9454003434755
Slovakia,plastic bag,2019,223552,39.23,40.431325774899996,5698.496048942136
Slovenia,paper bag,2019,183342,479.425,494.10625438775,382.42060802002396
Slovenia,plastic bag,2019,123714,5.85,6.029142385499999,21147.69230769231
South Africa,textile bag,2019,4786811,23490.0,24209.3255787,203.78080034057047
South Africa,paper bag,2019,559730,3509.0099999999998,3616.4651148963,159.51222709539158
South Africa,plastic bag,2019,3710273,71.81,74.00901106030001,51667.915332126446
South Korea,textile bag,2019,11218850,6260.0,6451.6976638,1792.1485623003196
South Korea,paper bag,2019,74823911,271.78000000000003,280.1026183814,275310.58576790045
South Korea,plastic bag,2019,118216212,15.75,16.2323064225,7505791.238095238
Spain,textile bag,2019,1511803,4560.0,4699.6391928,331.5357456140351
Spain,paper bag,2019,66041762,160.655,165.57467862265,411078.16127727117
Spain,plastic bag,2019,6389327,7.4,7.626607462,863422.5675675676
Sri Lanka,textile bag,2019,21892305,3360.0,3462.8920368,6515.566964285715
Sri Lanka,paper bag,2019,58934,149.225,153.79466196175,394.9338247612666
Sri Lanka,plastic bag,2019,16341005,5.36,5.5241372968,3048694.962686567
Sweden,textile bag,2019,629410,5340.0,5503.5248442,117.86704119850187
Sweden,paper bag,2019,10535594,184.785,190.44360268454997,57015.417918121064
Sweden,plastic bag,2019,1220071,28.88,29.7643815544,42246.225761772854
Switzerland,textile bag,2019,185624,9290.0,9574.484232699999,19.981054897739504
Switzerland,paper bag,2019,25582084,1267.46,1306.2729586198,20183.74070976599
Switzerland,plastic bag,2019,8838882,97.64,100.6299935932,90525.21507578861
Taiwan,textile bag,2019,13585539,4880.0,5029.4384344,2783.9219262295082
Taiwan,paper bag,2019,186041545,206.375,212.69474526625,901473.2646880678
Taiwan,plastic bag,2019,114485385,8.5,8.760292355,13468868.823529411
Thailand,textile bag,2019,41506836,4620.0,4761.4765506,8984.163636363637
Thailand,paper bag,2019,7152291,219.71,226.43809803730002,32553.324837285512
Thailand,plastic bag,2019,213162915,8.88,9.1519289544,24004832.77027027
Tunisia,textile bag,2019,169378,24680.0,25435.766508399996,6.862965964343598
Turkey,textile bag,2019,14262204,1100.0,1133.684893,12965.64
Turkey,paper bag,2019,11502913,132.715,136.77908234045,86673.7972346758
Turkey,plastic bag,2019,32528786,16.83,17.3453788629,1932785.8585858587
Ukraine,textile bag,2019,28838,4570.0,4709.9454190999995,6.310284463894967
Ukraine,paper bag,2019,87879,286.385,295.15486189254995,306.856155175725
United Arab Em,paper bag,2019,96767,1272.54,1311.5085215801998,76.04240338221196
United Arab Em,plastic bag,2019,758013,5.92,6.1012859696,128042.7364864865
United Kingdom,textile bag,2019,4128163,12230.0,12604.5147649,337.54399018806214
United Kingdom,paper bag,2019,113689696,454.02500000000003,467.92843958575,250404.04383018555
United Kingdom,plastic bag,2019,12675847,17.42,17.9534462146,727660.5625717565
Venezuela,plastic bag,2019,229961,1.66,1.7108335657999998,138530.72289156629
Vietnam,textile bag,2019,100337726,3340.0,3442.2795842,30041.235329341318
Vietnam,paper bag,2019,61650740,206.375,212.69474526625,298731.62931556633
Vietnam,plastic bag,2019,148747530,9.05,9.3271348015,16436191.160220994
Argentina,paper bag,2020,20738,8030.845,8129.6243935,2.582293644068588
Argentina,plastic bag,2020,347575,1.99,2.014477,174660.8040201005
Australia,textile bag,2020,539966,19070.0,19304.560999999998,28.314944939695856
Australia,paper bag,2020,2927073,227.33,230.126159,12875.876479127259
Australia,plastic bag,2020,289987,40.36,40.856428,7185.009910802775
Austria,textile bag,2020,177732,8070.0,8169.2609999999995,22.02379182156134
Austria,paper bag,2020,7284961,173.99,176.130077,41869.99827576297
Austria,plastic bag,2020,1156839,2.9,2.93567,398910.0
Bangladesh,textile bag,2020,115199292,11540.0,11681.942,9982.607625649913
Bangladesh,plastic bag,2020,1720762,6.17,6.245890999999999,278891.73419773096
Belgium,textile bag,2020,1090761,11530.0,11671.819,94.60199479618387
Belgium,paper bag,2020,32049514,659.765,667.8801095,48577.1661121763
Belgium,plastic bag,2020,3367476,58.26,58.976597999999996,57800.823892893924
Bolivia,plastic bag,2020,8220,5.63,5.699249,1460.0355239786857
Bosnia-Herzegov,textile bag,2020,88401,6000.0,6073.8,14.7335
Brazil,textile bag,2020,819736,2070.0,2095.461,396.00772946859905
Brazil,paper bag,2020,36926890,91.44,92.564712,403837.3797025372
Brazil,plastic bag,2020,9427552,13.06,13.220638000000001,721864.6248085757
Bulgaria,paper bag,2020,91705,621.03,628.6686689999999,147.66597426855387
Bulgaria,plastic bag,2020,22369,10.35,10.477305,2161.256038647343
Burma,textile bag,2020,20810567,4450.0,4504.735,4676.53191011236
Cambodia,textile bag,2020,48291486,3450.0,3492.435,13997.532173913043
Cambodia,paper bag,2020,4220134,142.24,143.989552,29669.10854893138
Cambodia,plastic bag,2020,52713669,11.94,12.086862,4414880.150753769
Canada,textile bag,2020,25257196,31950.0,32342.985,790.5225665101722
Canada,paper bag,2020,769988421,160.655,162.6310565,4792807.077277396
Canada,plastic bag,2020,576384822,16.95,17.158485,34005004.24778761
Chile,paper bag,2020,10290869,104.14,105.420922,98817.63971576723
Chile,plastic bag,2020,930875,28.12,28.465876,33103.66287339971
China,textile bag,2020,886078854,2680.0,2712.964,330626.43805970147
China,paper bag,2020,656641956,198.755,201.19968649999998,3303775.784257
China,plastic bag,2020,767304771,8.16,8.260368,94032447.4264706
Colombia,textile bag,2020,3931848,1310.0,1326.113,3001.4106870229007
Colombia,paper bag,2020,6578851,95.25,96.421575,69069.30183727034
Colombia,plastic bag,2020,5985375,10.18,10.305214,587954.322200393
Costa Rica,paper bag,2020,1345797,138.43,140.132689,9721.859423535361
Costa Rica,plastic bag,2020,5406898,18.36,18.585828,294493.3551198257
Croatia,plastic bag,2020,38129,2242.88,2270.467424,17.000017834213153
Cyprus,paper bag,2020,69245,470.535,476.3225805,147.16227273210282
Czech Republic,textile bag,2020,350343,9030.0,9141.069,38.79767441860465
Czech Republic,paper bag,2020,1448543,221.615,224.3408645,6536.303950544863
Czech Republic,plastic bag,2020,409999,272.83,276.185809,1502.763625700986
Denmark,textile bag,2020,1612880,13460.0,13625.557999999999,119.82763744427935
Denmark,paper bag,2020,5278066,430.53000000000003,435.82551900000004,12259.46159384944
Denmark,plastic bag,2020,1025704,132.02,133.643846,7769.307680654446
Dominican Rep,textile bag,2020,149538,510.0,516.273,293.21176470588233
Dominican Rep,paper bag,2020,14089593,146.685,148.4892255,96053.40014316392
Dominican Rep,plastic bag,2020,1627865,4.13,4.1807989999999995,394156.17433414044
Ecuador,plastic bag,2020,5429995,13.14,13.301622,413241.6286149163
Egypt,paper bag,2020,1177229,90.80499999999999,91.92190149999999,12964.36319585926
Egypt,plastic bag,2020,1303280,53.91,54.57309299999999,24175.106659246896
El Salvador,textile bag,2020,575285,4340.0,4393.382,132.55414746543778
El Salvador,paper bag,2020,400951,521.97,528.390231,768.1495105082668
El Salvador,plastic bag,2020,2847580,33.95,34.367585000000005,83875.69955817377
Estonia,textile bag,2020,1836057,221380.0,224102.974,8.293689583521546
Finland,textile bag,2020,1258969,79980.0,80963.754,15.741047761940486
Finland,paper bag,2020,10579157,158.115,160.05981450000002,66907.99101919489
Finland,plastic bag,2020,465365,8.74,8.847502,53245.4233409611
France,textile bag,2020,9846994,147150.0,148959.945,66.91806999660211
France,paper bag,2020,81002812,255.26999999999998,258.40982099999997,317322.0981705645
France,plastic bag,2020,58635991,36.47,36.918580999999996,1607786.9755963807
Germany,textile bag,2020,6303223,3820.0,3866.986,1650.0583769633508
Germany,paper bag,2020,346952238,222.25,224.983675,1561089.9347581551
Germany,plastic bag,2020,60452148,33.46,33.871558,1806698.983861327
Greece,paper bag,2020,2715801,307.34,311.120282,8836.471009305656
Greece,plastic bag,2020,1561154,7.54,7.6327419999999995,207049.6021220159
Guatemala,textile bag,2020,2243114,1560.0,1579.1879999999999,1437.8935897435897
Guatemala,paper bag,2020,18158,746.76,755.945148,24.315710536182976
Guatemala,plastic bag,2020,842718,2.26,2.2877979999999996,372884.0707964602
Honduras,textile bag,2020,14220777,7680.0,7774.464,1851.663671875
Honduras,paper bag,2020,16408,1704.34,1725.3033819999998,9.627187063614068
Honduras,plastic bag,2020,5165063,5.74,5.810602,899836.7595818815
Hong Kong,textile bag,2020,1218696,2670.0,2702.841,456.4404494382022
Hong Kong,paper bag,2020,2878930,364.49,368.973227,7898.515734313698
Hong Kong,plastic bag,2020,6706071,7.7,7.79471,870918.3116883116
Hungary,textile bag,2020,163956,32330.0,32727.659,5.071326940921744
Hungary,paper bag,2020,1484658,394.96999999999997,399.828131,3758.9133351900145
Hungary,plastic bag,2020,173304,34.51,34.934473,5021.848739495798
India,textile bag,2020,239639473,2140.0,2166.322,111981.0621495327
India,paper bag,2020,75416977,127.63499999999999,129.20491049999998,590880.0642457007
India,plastic bag,2020,92383012,7.93,8.027538999999999,11649812.35813367
Indonesia,textile bag,2020,19853333,6480.0,6559.704,3063.7859567901232
Indonesia,paper bag,2020,62800253,213.35999999999999,215.98432799999998,294339.3935133109
Indonesia,plastic bag,2020,18538910,10.29,10.416566999999999,1801643.3430515064
Ireland,textile bag,2020,365140,2000.0,2024.6,182.57
Ireland,paper bag,2020,9162423,111.76,113.134648,81983.02612741588
Ireland,plastic bag,2020,1145430,2.14,2.166322,535247.6635514018
Israel,textile bag,2020,704068,13210.0,13372.483,53.29810749432248
Israel,paper bag,2020,19446393,209.54999999999998,212.12746499999997,92800.73013600573
Israel,plastic bag,2020,16181508,59.41,60.14074299999999,272370.1060427538
Italy,textile bag,2020,4265775,26920.0,27251.115999999998,158.46118127786033
Italy,paper bag,2020,62028196,220.98,223.69805399999998,280695.97248619783
Italy,plastic bag,2020,9069460,7.52,7.612495999999999,1206045.2127659575
Japan,textile bag,2020,648034,5870.0,5942.201,110.39761499148211
Japan,paper bag,2020,194439526,256.54,259.695442,757930.6384969205
Japan,plastic bag,2020,14954703,65.51,66.31577300000001,228281.22424057394
Jordan,plastic bag,2020,206559,2.08,2.105584,99307.21153846153
Kenya,textile bag,2020,2196,12620.0,12775.226,0.17400950871632329
Laos,plastic bag,2020,332655,13.09,13.251007,25412.910618792972
Latvia,paper bag,2020,103680,1670.685,1691.2344254999998,62.05837725244436
Lebanon,paper bag,2020,12762,168.275,170.3447825,75.84014262368147
Lithuania,textile bag,2020,12633,15460.0,15650.158,0.8171410090556275
Lithuania,paper bag,2020,152973,708.66,717.3765179999999,215.86233172466345
Luxembourg,paper bag,2020,233008,612.775,620.3121325,380.250499775611
Malaysia,textile bag,2020,945900,8970.0,9080.331,105.45150501672241
Malaysia,paper bag,2020,35813765,137.16,138.847068,261109.3977836104
Malaysia,plastic bag,2020,158812290,9.52,9.637096,16681963.235294119
Mexico,textile bag,2020,121702949,7320.0,7410.036,16626.085928961747
Mexico,paper bag,2020,405055712,181.60999999999999,183.84380299999998,2230360.178404273
Mexico,plastic bag,2020,260862356,7.07,7.156961,36897080.05657709
Morocco,textile bag,2020,116810,18840.0,19071.732,6.200106157112526
Nepal,textile bag,2020,70642,2090.0,2115.707,33.8
Nepal,paper bag,2020,279846,2364.7400000000002,2393.8263020000004,118.34112841158012
Netherlands,textile bag,2020,1447548,5040.0,5101.992,287.21190476190475
Netherlands,paper bag,2020,31041607,166.37,168.416351,186581.75752840054
Netherlands,plastic bag,2020,5220550,20.82,21.076086,250746.87800192123
New Zealand,textile bag,2020,1740589,95120.0,96289.976,18.29887510513036
New Zealand,paper bag,2020,467773,941.705,953.2879715,496.72986763370693
New Zealand,plastic bag,2020,117155,538.44,545.062812,217.5822747195602
Norway,paper bag,2020,81722,1981.2,2005.56876,41.24873813850192
Norway,plastic bag,2020,45990,4.54,4.595842,10129.955947136565
Oman,plastic bag,2020,7061064,25.18,25.489714,280423.51072279585
Pakistan,textile bag,2020,5132191,1280.0,1295.744,4009.52421875
Pakistan,paper bag,2020,778909,223.52,226.269296,3484.7396206156045
Pakistan,plastic bag,2020,846363,2.12,2.146076,399227.8301886792
Panama,paper bag,2020,61843,732.79,741.803317,84.39389183804364
Panama,plastic bag,2020,447311,25.26,25.570698,17708.27395091053
Peru,textile bag,2020,23862,2620.0,2652.226,9.10763358778626
Peru,paper bag,2020,1105373,196.85,199.271255,5615.306070612141
Peru,plastic bag,2020,1260629,33.73,34.144878999999996,37374.117995849396
Philippines,textile bag,2020,19547993,7570.0,7663.111,2582.2976221928666
Philippines,paper bag,2020,2785562,198.755,201.19968649999998,14015.053709340646
Philippines,plastic bag,2020,14408357,8.5,8.60455,1695100.8235294118
Poland,textile bag,2020,571094,33760.0,34175.248,16.916291469194313
Poland,paper bag,2020,32239110,210.185,212.7702755,153384.44703475508
Poland,plastic bag,2020,2767207,51.76,52.396648,53462.268160741885
Portugal,textile bag,2020,723091,11900.0,12046.369999999999,60.76394957983193
Portugal,paper bag,2020,10622358,150.495,152.3460885,70582.79677065683
Portugal,plastic bag,2020,913084,40.55,41.048764999999996,22517.484586929717
Qatar,plastic bag,2020,1273166,9.82,9.940786,129650.30549898166
Romania,textile bag,2020,250727,24350.0,24649.505,10.296796714579056
Romania,paper bag,2020,339235,98.425,99.6356275,3446.6344932689867
Romania,plastic bag,2020,113189,1.7,1.72091,66581.76470588235
Russia,paper bag,2020,356859,142.24,143.989552,2508.851237345332
Russia,plastic bag,2020,208088,22.44,22.716012,9273.083778966131
Singapore,textile bag,2020,168452,74310.0,75224.01299999999,2.2668819808908625
Singapore,paper bag,2020,2778615,591.1850000000001,598.4565755000001,4700.076964063702
Singapore,plastic bag,2020,7159644,5.1,5.16273,1403851.7647058824
Slovakia,paper bag,2020,95574,1577.34,1596.741282,60.591882536422084
Slovakia,plastic bag,2020,618741,128.1,129.67562999999998,4830.1405152224825
Slovenia,paper bag,2020,134635,454.02500000000003,459.6095075,296.5365343318099
Slovenia,plastic bag,2020,323828,5.33,5.3955589999999995,60755.72232645403
South Africa,textile bag,2020,3748741,9850.0,9971.155,380.58284263959393
South Africa,paper bag,2020,66000,322.58,326.547734,204.6004092008184
South Africa,plastic bag,2020,12729155,64.85,65.64765499999999,196286.12181958367
South Korea,textile bag,2020,23492693,31870.0,32262.001,737.1412927518043
South Korea,paper bag,2020,85697230,234.95000000000002,237.839885,364746.6695041498
South Korea,plastic bag,2020,129071937,23.24,23.525851999999997,5553869.922547333
Spain,textile bag,2020,2253797,28570.0,28921.411,78.8868393419671
Spain,paper bag,2020,63062751,149.85999999999999,151.70327799999998,420811.097023889
Spain,plastic bag,2020,6212087,9.02,9.130946,688701.4412416852
Sri Lanka,textile bag,2020,14704916,2860.0,2895.178,5141.579020979021
Sri Lanka,paper bag,2020,296716,118.745,120.2055635,2498.766263842688
Sri Lanka,plastic bag,2020,13789793,4.85,4.909655,2843256.288659794
Sweden,textile bag,2020,197717,21610.0,21875.803,9.149329014345211
Sweden,paper bag,2020,10906752,234.95000000000002,237.839885,46421.58757182379
Sweden,plastic bag,2020,3754591,24.3,24.59889,154509.91769547324
Switzerland,textile bag,2020,176454,43590.0,44126.157,4.048038540949759
Switzerland,paper bag,2020,23410944,1303.655,1319.6899564999999,17957.929053315485
Switzerland,plastic bag,2020,7358836,35.64,36.078372,206476.87991021323
Taiwan,textile bag,2020,9598951,5350.0,5415.805,1794.196448598131
Taiwan,paper bag,2020,207406195,175.26,177.415698,1183420.0330936895
Taiwan,plastic bag,2020,120483720,11.6,11.74268,10386527.586206896
Thailand,textile bag,2020,34147655,8320.0,8422.336,4104.2854567307695
Thailand,paper bag,2020,6227738,171.45000000000002,173.55883500000002,36323.931175269754
Thailand,plastic bag,2020,241373516,9.59,9.707957,25169292.59645464
Tunisia,textile bag,2020,224734,18760.0,18990.748,11.979424307036247
Turkey,textile bag,2020,13756547,5210.0,5274.083,2640.4120921305184
Turkey,paper bag,2020,22706492,113.03,114.420269,200889.0736972485
Turkey,plastic bag,2020,39814745,10.75,10.882225,3703697.2093023257
Ukraine,textile bag,2020,140650,10210.0,10335.583,13.775710088148873
Ukraine,paper bag,2020,158565,2213.61,2240.837403,71.63185927060321
United Arab Em,paper bag,2020,268629,172.72,174.844456,1555.2860120426124
United Arab Em,plastic bag,2020,1471351,47.93,48.519539,30697.913624035053
United Kingdom,textile bag,2020,3915071,7330.0,7420.159,534.1160982264665
United Kingdom,paper bag,2020,118752238,435.61,440.968003,272611.36796675925
United Kingdom,plastic bag,2020,15240233,32.45,32.849135000000004,469652.7889060092
Venezuela,plastic bag,2020,152398,0.74,0.7491019999999999,205943.24324324325
Vietnam,textile bag,2020,147321484,3680.0,3725.264,40033.01195652174
Vietnam,paper bag,2020,105264040,206.375,208.9134125,510061.9745608722
Vietnam,plastic bag,2020,178793384,8.22,8.321106,21751019.951338198
